ID,Brand,Tipe,CPU,RAM,Memori,GPU,SistemOperasi,Berat,Layar,Harga
758,Vivid,Notebook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,,Gemini 5,1.84kg,15.6inch Full HD 1920x1080,20883908.0
759,Eclipse,Notebook,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,1.76kg,14.0inch 1366x768,10022220.0
760,Eclipse,Notebook,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD,Nvidia GeForce GTX 1050,Gemini 5,2.06kg,15.6inch 4K Ultra HD / Touchscreen 3840x2160,45211348.0
761,Pulse,Gaming,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Gemini 5,2.6kg,15.6inch IPS Panel Full HD 1920x1080,21791904.0
762,Vivid,Notebook,,8GB,1TB HDD,Intel UHD Graphics 620,Gemini 5,2.1kg,15.6inch IPS Panel Full HD 1366x768,15453064.0
763,Vivid,Notebook,,8GB,256GB SSD,Nvidia GeForce 930MX,Gemini 5,2.5kg,17.3inch Full HD 1920x1080,15812836.0
764,Pulse,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 5,1.27kg,14.0inch IPS Panel Touchscreen 2560x1440,40071748.0
765,Eclipse,,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 520,Penguin OS,2.18kg,15.6inch 1366x768,8940505.52
766,Zenith,Notebook,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,Penguin OS,2.4kg,15.6inch 1366x768,4951148.0
767,Pulse,Notebook,AMD A6-Series 9220 2.5GHz,8GB,1TB HDD,AMD Radeon R4,Gemini 5,2.8kg,17.3inch 1600x900,8891508.0
768,Pulse,,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,AMD Radeon 530,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,10237569.24
769,Pulse,Notebook,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 5,2.3kg,15.6inch IPS Panel Full HD 1920x1080,26194828.0
770,Vivid,Notebook,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Gemini 5,1.49kg,13.3inch IPS Panel Full HD 1920x1080,12917528.0
771,Zenith,Notebook,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Penguin OS,2.5kg,15.6inch Full HD 1920x1080,15059028.0
772,Eclipse,Ultrabook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics,Gemini 5,1.36kg,12.5inch Full HD / Touchscreen 1920x1080,25221730.4
773,Vivid,Notebook,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,,Gemini 5,1.86kg,15.6inch Full HD 1920x1080,10947348.0
774,Stellar,Ultrabook,Intel Core i7 6500U 2.5GHz,,256GB SSD,Intel HD Graphics 520,Gemini 5,1.45kg,13.3inch Full HD 1920x1080,21928960.0
775,Zenith,Notebook,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce MX130,Gemini 5,2.2kg,15.6inch IPS Panel Full HD 1920x1080,12763340.0
776,Quantum,Ultrabook,Intel Core i7 2.7GHz,16GB,512GB SSD,AMD Radeon Pro 455,Orange OS,1.83kg,15.4inch IPS Panel Retina Display 2880x1800,43471593.4
777,Eclipse,Notebook,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,2.06kg,15.6inch 1366x768,8257281.36
778,Vivid,Notebook,,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.48kg,14.0inch Full HD 1920x1080,21723376.0
779,Vivid,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Gemini 5,3.78kg,17.3inch IPS Panel Full HD 1920x1080,25663736.0
780,Zenith,2 in 1 Convertible,Intel Celeron Dual Core N3350 2.0GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Gemini 5,1.25kg,11.6inch IPS Panel Full HD / Touchscreen 1920x1080,5979068.0
781,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,,256GB SSD,Intel HD Graphics 620,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,9919428.0
782,Eclipse,Gaming,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.62kg,15.6inch IPS Panel Full HD 1920x1080,19855988.0
783,Eclipse,Notebook,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Penguin OS,2.8kg,17.3inch Full HD 1920x1080,18828068.0
784,Traverse,Ultrabook,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Gemini 5,1.25kg,14.0inch 1366x768,18673880.0
785,Traverse,Notebook,Intel Core i7 6600U 2.6GHz,,256GB SSD,Nvidia GeForce 930M,Gemini 5,2.4kg,15.6inch IPS Panel Full HD 1920x1080,33835700.0
786,Zenith,Notebook,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Nvidia GeForce MX150,Gemini 5,3kg,17.3inch IPS Panel Full HD 1920x1080,13791260.0
787,Stellar,Gaming,,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Gemini 5,3kg,17.3inch Full HD 1920x1080,20010176.0
788,Stellar,Ultrabook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,,Gemini 5,1.7kg,15.6inch Full HD 1920x1080,16737964.0
789,Eclipse,Notebook,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,Nvidia GeForce GTX 1050,Gemini 5,2.06kg,15.6inch 4K Ultra HD / Touchscreen 3840x2160,41099668.0
790,Vivid,,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 5,1.54kg,14.0inch Full HD 1920x1080,32331681.72
791,Eclipse,Notebook,,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,1.65kg,13.3inch 1366x768,14545068.0
792,Zenith,Gaming,Intel Core i5 7300HQ 2.5GHz,16GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.5kg,15.6inch Full HD 1920x1080,22254468.0
793,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,2.3kg,15.6inch Full HD 1920x1080,14219560.0
794,Traverse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.5kg,13.3inch IPS Panel Full HD 1920x1080,16669436.0
795,Stellar,Ultrabook,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Gemini 5,1.1kg,13.3inch Full HD / Touchscreen 1920x1080,29962154.8
796,Eclipse,Ultrabook,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Gemini 5,1.23kg,13.3inch Quad HD+ / Touchscreen 3200x1800,32019708.0
797,Pulse,Ultrabook,,8GB,512GB SSD,Intel HD Graphics 620,Gemini 5,1.13kg,14.0inch IPS Panel 2560x1440,39095224.0
798,Eclipse,Notebook,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,12317908.0
799,Vivid,Gaming,,8GB,1TB HDD,Nvidia GeForce GTX 1050,Gemini 5,2.62kg,15.6inch IPS Panel Full HD 1920x1080,15401668.0
800,Stellar,Notebook,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,,2.2kg,15.6inch Full HD 1920x1080,29963868.0
801,Stellar,Ultrabook,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Gemini 5,0.91kg,12.5inch Full HD 1920x1080,33407400.0
802,Zenith,Notebook,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,Nvidia GeForce MX130,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,9079960.0
803,Puzzle,Ultrabook,Intel Core i5 7Y57 1.2GHz,8GB,256GB SSD,,RamEater OS,1.1kg,12.3inch Touchscreen 2400x1600,26708788.0
804,Pulse,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,No OS,1.9kg,15.6inch 1366x768,4323431.5200000005
805,Pulse,Notebook,,4GB,1TB HDD,Intel HD Graphics 500,Gemini 5,2.2kg,15.6inch 1366x768,5242392.0
806,Eclipse,Workstation,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M620,Gemini 5,2.06kg,15.6inch Full HD / Touchscreen 1920x1080,30203716.0
807,Eclipse,,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Gemini 5,3.21kg,15.6inch Full HD 1920x1080,47534961.16
808,Traverse,Notebook,Intel Pentium Dual Core 4405U 2.1GHz,4GB,128GB SSD,Intel HD Graphics 510,Gemini 5,1.75kg,14.0inch 1366x768,8548868.0
809,Vivid,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.58kg,13.3inch IPS Panel Touchscreen 1366x768,14332631.2
810,Eclipse,Ultrabook,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 530,Gemini 5,1.4kg,13.3inch IPS Panel Full HD 1920x1080,16361060.0
811,Vivid,Notebook,,8GB,256GB SSD,Nvidia GeForce 930MX,Gemini 5,2.04kg,15.6inch Full HD 1920x1080,17457336.68
812,Pulse,Notebook,Intel Core i7 7500U 2.7GHz,6GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Gemini 5,2.8kg,17.3inch 1600x900,16258268.0
813,Pulse,Notebook,Intel Core i7 8550U 1.8GHz,8GB,2TB HDD,,No OS,2.8kg,17.3inch Full HD 1920x1080,14545068.0
814,Stellar,Gaming,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Gemini 5,2.34kg,15.6inch IPS Panel Full HD 1920x1080,39831900.0
815,Traverse,Notebook,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Gemini 5,2kg,15.6inch 1366x768,8377548.0
816,Eclipse,Ultrabook,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Gemini 5,1.23kg,13.3inch Quad HD+ / Touchscreen 3200x1800,23625028.0
817,Stellar,Ultrabook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.25kg,14.0inch Full HD 1920x1080,17971468.0
818,Stellar,Notebook,Intel Core i5 7200U 2.5GHz,8GB,128GB HDD,Intel HD Graphics 620,Gemini 5,2.3kg,15.6inch Full HD 1920x1080,10107880.0
819,Galaxy,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Gemini 5,1.8kg,15.6inch Full HD 1920x1080,38401378.0
820,Pulse,Notebook,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Gemini 5,2.05kg,15.6inch Full HD 1920x1080,15076160.0
821,Pulse,2 in 1 Convertible,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Automaton OS,0.69kg,10.1inch IPS Panel Touchscreen 1920x1200,9405468.0
822,Vivid,2 in 1 Convertible,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.28kg,13.3inch Full HD / Touchscreen 1920x1080,30820468.0
823,Eclipse,Notebook,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,Penguin OS,2.25kg,15.6inch 1366x768,6150388.0
824,Pulse,Notebook,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Gemini 5,1.85kg,15.6inch Full HD 1920x1080,7108066.8
825,Stellar,Notebook,Intel Celeron Dual Core N3350 1.1GHz,8GB,1TB HDD,Intel HD Graphics 500,Gemini 5,2kg,15.6inch 1366x768,6835668.0
826,Pulse,,Intel Core i3 6006U 2GHz,4GB,256GB SSD,Intel HD Graphics 520,No OS,2.2kg,15.6inch Full HD 1920x1080,7606608.0
827,Eclipse,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Gemini 5,2.62kg,15.6inch 4K Ultra HD 3840x2160,28764628.0
828,Eclipse,Notebook,,8GB,1TB HDD,AMD Radeon 520,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,11564100.0
829,Orbit,Ultrabook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5 S,1.252kg,13.5inch Touchscreen 2256x1504,22956880.0
830,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 920MX,Gemini 5,1.87kg,14.0inch IPS Panel Full HD 1920x1080,14683323.24
831,Galaxy,Gaming,Intel Core i7 7700HQ 2.8GHz,,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Gemini 5,1.8kg,15.6inch Full HD 1920x1080,35882631.36
832,Pulse,Notebook,Intel Celeron Dual Core N3050 1.6GHz,,64GB Flash Storage,Intel HD Graphics,Gemini 5,1.5kg,14.0inch 1366x768,3923228.0
833,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD +  1TB HDD,Intel HD Graphics 620,Gemini 5,2.1kg,15.6inch Full HD 1920x1080,10646681.4
834,Eclipse,Ultrabook,,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.36kg,14.0inch Full HD 1920x1080,30409300.0
835,Stellar,Gaming,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Gemini 5,4.3kg,17.3inch IPS Panel Full HD 1920x1080,40260200.0
836,Eclipse,Notebook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GT 940MX,Penguin OS,1.98kg,15.6inch Full HD 1920x1080,15333311.32
837,Pulse,Ultrabook,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon RX 550,Gemini 5,1.75kg,14.0inch IPS Panel Full HD 1920x1080,20821890.16
838,Eclipse,Notebook,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Gemini 5,2.3kg,15.6inch 1366x768,7172140.48
839,Eclipse,Notebook,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Gemini 5,2.8kg,17.3inch Full HD 1920x1080,19564744.0
840,Zenith,Notebook,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce MX150,Gemini 5,2.2kg,15.6inch IPS Panel Full HD 1920x1080,14408012.0
841,Eclipse,Notebook,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Gemini 5,2.8kg,17.3inch Full HD 1920x1080,18588220.0
842,Vivid,Notebook,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Gemini 5,1.49kg,13.3inch Full HD 1920x1080,20507004.0
843,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Nvidia GeForce GTX 940M,,2.8kg,17.3inch 1600x900,11118668.0
844,Eclipse,Notebook,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  2TB HDD,AMD Radeon 530,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,16875020.0
845,Pulse,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 520,Gemini 5,1.8kg,15.6inch IPS Panel Full HD / Touchscreen 1920x1080,14510804.0
846,Pulse,Notebook,Intel Core i7 7820HQ 2.9GHz,16GB,512GB SSD,Nvidia Quadro M2200M,,2.5kg,15.6inch Full HD 1920x1080,41956268.0
847,Pulse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,No OS,2.2kg,15.6inch Full HD 1920x1080,9405468.0
848,Traverse,Notebook,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 5,1.2kg,13.3inch Full HD 1920x1080,20781116.0
849,Vivid,Notebook,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Gemini 5,1.49kg,13.3inch Full HD 1920x1080,12317908.0
850,Pulse,Notebook,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Intel UHD Graphics 620,Gemini 5,1.8kg,15.6inch Full HD 1920x1080,14202428.0
851,Pulse,2 in 1 Convertible,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Gemini 5,2.1kg,15.6inch IPS Panel Full HD / Touchscreen 1920x1080,14853444.0
852,Zenith,,Intel Core i3 7100U 2.4GHz,8GB,128GB SSD,Intel HD Graphics 620,Gemini 5,1.5kg,14.0inch IPS Panel Full HD 1920x1080,10604708.0
853,Vivid,Ultrabook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.39kg,13.3inch Quad HD+ / Touchscreen 3200x1800,19684668.0
854,Vivid,Notebook,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Gemini 5,2.31kg,14.0inch 1366x768,20369948.0
855,Vivid,,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.96kg,15.6inch Full HD 1920x1080,10261896.68
856,Vivid,Ultrabook,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Gemini 5,0.97kg,12.5inch IPS Panel 4K Ultra HD / Touchscreen 3840x2160,34503848.0
857,Vivid,Notebook,Intel Core i7 7500U 2.7GHz,8GB,2TB HDD,Intel HD Graphics 620,,2.04kg,15.6inch 1366x768,10776028.0
858,Eclipse,Gaming,,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Gemini 5,4.36kg,17.3inch IPS Panel 4K Ultra HD 3840x2160,54034328.0
859,Pulse,Notebook,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,Gemini 5,2.3kg,15.6inch IPS Panel Full HD 1920x1080,16737964.0
860,Quantum,Ultrabook,Intel Core i5 1.6GHz,8GB,128GB Flash Storage,Intel HD Graphics 6000,Orange OS X,1.35kg,13.3inch 1440x900,18828068.0
861,Quantum,Ultrabook,Intel Core i5 1.8GHz,8GB,128GB Flash Storage,,Orange OS,1.34kg,13.3inch 1440x900,15400640.08
862,Vivid,,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Gemini 5,1.91kg,15.6inch 1366x768,10090748.0
863,Stellar,Notebook,,,1TB HDD,Nvidia GeForce 920MX,Gemini 5,2.8kg,17.3inch 1366x768,8057864.88
864,Eclipse,Notebook,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,7692268.0
865,Pulse,Gaming,,16GB,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Gemini 5,4.6kg,17.3inch IPS Panel Full HD 1920x1080,47112828.68
866,Pulse,Ultrabook,Intel Core i5 7200U 2.5GHz,8GB,256GB Flash Storage,,Gemini 5,1.13kg,14.0inch IPS Panel Full HD 1920x1080,32122500.0
867,Pulse,Netbook,Intel Celeron Quad Core N3450 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,,1.59kg,11.6inch IPS Panel 1366x768,9473996.0
868,Zenith,Notebook,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,Gemini 5,2.1kg,15.6inch IPS Panel Full HD / Touchscreen 1920x1080,8206228.0
869,Eclipse,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.9kg,15.6inch Full HD 1920x1080,19136272.68
870,Vivid,Netbook,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Gemini 5,0.97kg,12.5inch Full HD 1920x1080,32687856.0
871,Zenith,Gaming,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Gemini 5,4.2kg,17.3inch IPS Panel Full HD 1920x1080,44526068.0
872,Zenith,Notebook,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Gemini 5,1.6kg,13.3inch 1366x768,11221460.0
873,Vivid,Workstation,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Gemini 2,2.0kg,15.6inch Full HD 1920x1080,32533668.0
874,Galaxy,Gaming,,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Gemini 5,2.43kg,17.3inch Full HD 1920x1080,41956268.0
875,Eclipse,Notebook,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Gemini 5,2.8kg,17.3inch Full HD 1920x1080,22254468.0
876,Eclipse,Notebook,Intel Core i7 7700HQ 2.7GHz,8GB,1TB HDD,Nvidia GeForce GTX 1060,Gemini 5,4.42kg,17.3inch IPS Panel Full HD 1920x1080,35052072.0
877,Stellar,Ultrabook,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,Gemini 5,1.2kg,13.3inch IPS Panel Full HD 1920x1080,12489228.0
878,Vivid,Notebook,Intel Atom x5-Z8350 1.44GHz,4GB,32GB SSD,Intel HD Graphics,Gemini 5,1.4kg,14.0inch Full HD 1920x1080,4265868.0
879,Galaxy,Gaming,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,17607241.68
880,Pulse,,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Nvidia Quadro M2000M,Gemini 2,2.5kg,15.6inch 4K Ultra HD 3840x2160,40602840.0
881,Stellar,Notebook,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,Gemini 5,2.1kg,17.3inch Full HD 1920x1080,19616140.0
882,Stellar,Notebook,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Gemini 5,1.3kg,14.0inch 1366x768,8720188.0
883,Zenith,Notebook,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Gemini 5,2.1kg,15.6inch 1366x768,6227653.32
884,Zenith,,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,RamEater OS,1.68kg,14.0inch 1366x768,5979068.0
885,Stellar,Notebook,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,,2kg,15.6inch Full HD 1920x1080,5893408.0
886,Stellar,Notebook,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45kg,15.6inch 1366x768,9919428.0
887,Pulse,2 in 1 Convertible,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Gemini 5,1.42kg,14.0inch Touchscreen 2560x1440,44371880.0
888,Vivid,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Gemini 5,1.64kg,14.0inch Full HD 1920x1080,17975922.32
889,Pulse,,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Gemini 5,1.3kg,13.3inch IPS Panel Quad HD+ / Touchscreen 3200x1800,25680868.0
890,Pulse,2 in 1 Convertible,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,Gemini 5,1.3kg,13.3inch IPS Panel Quad HD+ / Touchscreen 3200x1800,25680868.0
891,Vivid,Notebook,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Gemini 5,1.95kg,14.0inch 1366x768,18159920.0
892,Vivid,2 in 1 Convertible,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 5,1.48kg,13.3inch Full HD / Touchscreen 1920x1080,27908028.0
893,Vivid,Notebook,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,2.07kg,15.6inch 1366x768,11135800.0
894,Vivid,Ultrabook,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Gemini 2,1.54kg,14.0inch 2560x1440,37659391.08
895,Stellar,Notebook,,4GB,500GB HDD,Intel HD Graphics,Gemini 5,2.2kg,15.6inch 1366x768,6321708.0
896,Vivid,Notebook,AMD A10-Series 9620P 2.5GHz,6GB,2TB HDD,AMD Radeon 530,Gemini 5,2.71kg,17.3inch IPS Panel Full HD 1920x1080,11221631.32
897,Vivid,Notebook,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Gemini 5,2.04kg,15.6inch Full HD 1920x1080,15230348.0
898,Vivid,Notebook,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Gemini 2,1.54kg,14.0inch Full HD 1920x1080,17662920.68
899,Zenith,Notebook,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Gemini 5,2.4kg,15.6inch 1366x768,7709400.0
900,Eclipse,Notebook,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R7 M445,Gemini 5,2.36kg,17.3inch 1600x900,11289988.0
901,Pulse,Notebook,,4GB,500GB HDD,Intel HD Graphics 620,Gemini 5,2.02kg,14.0inch 1366x768,16960680.0
902,Cosmo,2 in 1 Convertible,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,RamEater OS,1.15kg,12.3inch IPS Panel Touchscreen 2400x1600,11289988.0
903,Quantum,Ultrabook,Intel Core i5 1.8GHz,8GB,256GB Flash Storage,Intel HD Graphics 6000,Orange OS,1.34kg,13.3inch 1440x900,19850848.4
904,Pulse,Ultrabook,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Gemini 5,1.13kg,14.0inch IPS Panel Full HD 1920x1080,42812868.0
905,Eclipse,Gaming,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Gemini 5,3.21kg,15.6inch 4K Ultra HD 3840x2160,22768428.0
906,Eclipse,Notebook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R7 M445,Gemini 5,2.33kg,15.6inch Full HD 1920x1080,15401668.0
907,Zenith,Notebook,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Gemini 5,2.2kg,15.6inch Full HD 1920x1080,14253824.0
908,Pulse,Workstation,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia Quadro M1200,Gemini 5,2.67kg,15.6inch Full HD 1920x1080,32979100.0
909,Vivid,Notebook,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Gemini 5,1.95kg,14.0inch Full HD 1920x1080,21671980.0
